city,temperature,humidity,weather,wind_speed,pressure
İncirliova,17.88,45,scattered clouds,2.06,1014
İncirlik,18.01,32,clear sky,2.06,1015
İncesu,4.21,75,scattered clouds,1.36,1017
İmranlı,-0.36,91,overcast clouds,0.69,1018
İmamoğlu,15.88,41,few clouds,1.32,1014
Ilıca,-7.25,73,scattered clouds,1.03,1024
İliç,-0.4,84,overcast clouds,0.76,1021
Ilgın,10.89,42,broken clouds,1.75,1013
İkizce,11.01,50,broken clouds,1.46,1016
İkisaray,10.56,54,broken clouds,2.06,1014
Aviski,9.79,50,broken clouds,3.09,1016
İhsaniye,9.89,46,light rain,3.88,1013
Iğdır,5.55,45,clear sky,1.03,1020
İdil,11.96,28,clear sky,1.03,1014
Teffi,4.58,50,overcast clouds,2.75,1016
Mersin Province,15.81,43,few clouds,2.74,1015
Hüyük,8.14,54,few clouds,0.36,1013
Hozat,-0.35,77,overcast clouds,0.85,1019
Honaz,14.37,44,scattered clouds,1.91,1014
Hocalar,8.9,51,few clouds,4.49,1014
Gyundyukoru,13.36,38,clear sky,3.09,1015
Selçuklu,12.03,35,few clouds,1.03,1013
Hizan,1.9,80,overcast clouds,1.1,1016
Hisar,5.63,45,overcast clouds,2.72,1016
Hınıs,-5.15,90,overcast clouds,0.8,1022
Hilvan,9.27,46,clear sky,3.6,1016
Hilal,7.44,46,overcast clouds,1.65,1014
Hekimhan,1.79,81,overcast clouds,0.18,1018
Hazro,5.38,44,overcast clouds,0.98,1016
Haymana,8.9,49,few clouds,3.85,1013
Havran,15.35,59,scattered clouds,2.57,1015
Hatay Province,7.97,39,broken clouds,2.06,1015
Hassa,11.55,54,overcast clouds,1.78,1015
Alacakaya,1.94,68,overcast clouds,2.76,1018
Hasköy,-3.09,74,broken clouds,2.06,1024
Hasankeyf,7.53,51,overcast clouds,1.62,1016
Hasanbeyli,9.69,52,broken clouds,1.95,1015
Haruniye,13.8,44,few clouds,1.68,1014
Harran,12.22,46,broken clouds,1.6,1015
Han,8.7,46,light rain,4.29,1013
Hani,3.64,69,overcast clouds,2.68,1018
Hancağız,11.58,45,overcast clouds,1.97,1015
Hanköy,12.32,40,overcast clouds,1.84,1015
Hamur,-6.2,73,overcast clouds,2.06,1025
Halkapınar,6.05,78,scattered clouds,1.02,1015
Halfeti,10.1,50,overcast clouds,0.57,1016
Halalca,17.02,56,scattered clouds,1.54,1014
Hakkâri Province,-8.12,86,mist,1.03,1016
Hafik,-0.31,81,overcast clouds,0.19,1019
Hadim,3.13,51,clear sky,1.52,1014
Hacılar,-0.5,64,scattered clouds,3.6,1016
Hacıbektaş,8.77,40,scattered clouds,1.54,1016
Güzelyurt,3.2,87,scattered clouds,1.16,1016
Gürün,-1.44,87,overcast clouds,0.76,1018
Gürpınar,-0.04,64,broken clouds,2.57,1017
Güroymak,-2.35,91,overcast clouds,1.37,1022
Günyüzü,11.18,41,broken clouds,3.29,1013
Güneren,12.22,45,scattered clouds,1.8,1015
Eksere,9.58,53,scattered clouds,2.51,1015
Becuh,2.85,55,overcast clouds,1.44,1014
Gülveren,7.22,44,overcast clouds,2.29,1015
Gülşehir,11.18,40,scattered clouds,1.54,1016
Gülnar,9.36,48,clear sky,2.64,1014
Güllü,12.75,47,scattered clouds,2.26,1014
Güleçler,5.4,88,overcast clouds,0.38,1016
Baraniferho,11.88,28,clear sky,1.03,1015
Gözpınar,8.31,39,overcast clouds,1.05,1016
Bisbin,8.24,36,overcast clouds,1.27,1014
Göreme,9.81,75,few clouds,0.73,1016
Gördes,11.87,49,overcast clouds,2.98,1014
Gönen,11.8,41,scattered clouds,2.57,1014
Gömeç,15.97,65,overcast clouds,2.56,1015
Gölmarmara,15.86,47,scattered clouds,1.55,1014
Gölhisar,11.09,35,clear sky,3.42,1013
Gölbaşı,11.04,47,overcast clouds,4.82,1013
Gölbaşı,12.66,41,scattered clouds,2.57,1014
Gölbaşı,7.34,59,overcast clouds,0.7,1016
Göksun,2.26,90,broken clouds,1.3,1017
Ergama,17.29,55,overcast clouds,3.81,1014
Gökçekoru,5.73,74,overcast clouds,0.32,1015
Civankan,8.91,50,clear sky,1.03,1016
Selah,12.95,38,clear sky,3.09,1015
Gökbudak,-2.24,91,broken clouds,0.3,1016
Gevaş,0.34,80,overcast clouds,0.72,1018
Germencik,17.81,54,overcast clouds,2.26,1015
Gerger,8.45,49,overcast clouds,0.63,1016
Gerdzhyush,5.12,46,overcast clouds,2.58,1016
Genç,4.2,56,broken clouds,2.57,1020
Genç,4.27,56,broken clouds,2.57,1020
Gemerek,0.08,85,scattered clouds,0.49,1019
Gelinkaya,7.5,44,overcast clouds,3.36,1015
Gelendost,10.42,49,few clouds,2.05,1014
Gediz,10.87,46,scattered clouds,3.68,1014
Gazipaşa,16.72,51,few clouds,4.12,1016
Gaziantep Province,8.61,50,broken clouds,2.57,1015
Gaziantep,8.96,50,broken clouds,2.57,1016
Foça,14.98,67,broken clouds,5.86,1014
Finike,12.94,69,clear sky,4.73,1016
Fethiye,16.26,52,clear sky,2.46,1015
Felahiye,0.36,91,scattered clouds,1.52,1018
Feke,9.17,48,broken clouds,2.19,1014
Ezine,15.18,58,overcast clouds,3.3,1014
Eymirli,13.05,38,clear sky,3.09,1015
Evciler,11.61,44,clear sky,2.34,1013
Etimesgut,12.25,46,broken clouds,4.46,1013
Eşme,11.53,47,scattered clouds,1.97,1014
Eşme,13.14,38,clear sky,3.09,1015
Eskişehir Province,11.63,41,broken clouds,2.94,1013
Eskişehir,11.95,43,broken clouds,4.12,1013
Eskil,10.46,39,few clouds,0.71,1014
Erzurum Province,-7.18,87,overcast clouds,0.96,1024
Erzurum,-8.2,73,scattered clouds,1.03,1023
Erzincan Province,0.61,55,scattered clouds,3.09,1021
Erzincan,0.53,55,scattered clouds,3.09,1021
Eruh,4.78,51,broken clouds,1.24,1015
Ermenek,8.79,44,scattered clouds,0.71,1013
Erköklü,9.79,50,broken clouds,3.09,1016
Ergani,5.72,56,overcast clouds,1.74,1017
Heraclea,7.71,60,few clouds,0.87,1015
Erdemli,14.98,51,few clouds,2.64,1015
Erciş,-1.98,63,overcast clouds,0.91,1019
Emirgazi,6.89,59,few clouds,1.12,1015
Emirdağ,9.95,48,light rain,3.76,1013
Emet,10.93,52,overcast clouds,2.93,1014
Güneysınır,9.18,45,few clouds,0.69,1013
Bulancak,8.46,48,overcast clouds,1.77,1016
Elmalı,10.66,38,clear sky,1.47,1013
Elmadağ,10.19,49,overcast clouds,3.85,1013
Eleşkirt,-7.84,91,overcast clouds,0.56,1023
Elbistan,2,79,broken clouds,1.45,1018
Elbeyli,11.34,48,few clouds,2.21,1015
Elazığ,1.42,65,broken clouds,2.06,1018
Elâzığ,2.72,65,broken clouds,2.06,1018
Celeyke,0.98,88,broken clouds,1.24,1018
Eğirdir,10.31,51,scattered clouds,1.69,1014
Eğil,5.49,53,overcast clouds,2.16,1017
Kocasinan,1.48,64,scattered clouds,3.6,1017
Edremit,15.42,59,scattered clouds,2.57,1015
Düzova,13.15,28,clear sky,1.03,1014
Durutlar,10.11,48,scattered clouds,3.77,1013
Duruca,12.64,33,overcast clouds,1.36,1014
Dursunbey,12.29,50,overcast clouds,3.37,1014
Dumlupınar,7.5,54,scattered clouds,4.17,1013
Sumbas,15.9,37,few clouds,2.03,1014
Dorumali,12,46,broken clouds,1.48,1015
Dörtyol,15.54,46,few clouds,1.16,1015
Domaniç,9.34,59,overcast clouds,4.33,1014
Doğubeyazıt,-1.54,73,overcast clouds,1.02,1020
Doğanyol,4.39,77,overcast clouds,1.83,1018
Doğanşehir,1.62,89,overcast clouds,1.71,1018
Doğanköy,0.24,88,scattered clouds,0.43,1015
Doğankavak,8.8,50,broken clouds,3.09,1016
Doğanhisar,8.44,51,overcast clouds,2.09,1013
Doğanca,2.79,63,broken clouds,0.74,1015
Diyarbakır,9.4,43,broken clouds,1.54,1016
Diyarbakır,8.88,43,broken clouds,1.54,1016
Diyadin,-4.37,80,overcast clouds,0.61,1020
Divriği,0.82,85,overcast clouds,0.76,1020
Dinar,12.98,45,few clouds,2.52,1013
Dikili,16.9,61,overcast clouds,2.83,1015
Dicle,3.96,62,overcast clouds,2.48,1017
Dicle,13.19,28,clear sky,1.03,1014
Develi,2.44,93,overcast clouds,0.4,1017
Derinkuyu,2.04,100,scattered clouds,0.47,1017
Derik,8,45,broken clouds,3.32,1015
Dereyanı,5.82,51,overcast clouds,2.71,1016
Derebucak,7.99,50,scattered clouds,3.75,1013
Derbent,6.31,53,scattered clouds,2.95,1013
Denizli Province,15.23,43,few clouds,0.78,1014
Denizli,14.69,43,scattered clouds,1.11,1014
Demiryol,9.6,50,broken clouds,3.09,1016
Demirci,10.49,48,scattered clouds,2.51,1014
Delice,10.73,44,broken clouds,2.89,1013
Dazkırı,13.69,44,scattered clouds,2.31,1013
Dazikom,-3.49,74,broken clouds,2.06,1024
Datça,13.7,62,broken clouds,3.32,1016
Dargeçit,6.91,43,overcast clouds,2.17,1015
Darende,1.79,86,overcast clouds,0.71,1019
Danacılı,16.27,40,few clouds,1.38,1014
Dalyan,17,59,scattered clouds,4.12,1016
Serhatta,4.45,49,broken clouds,1.44,1015
Çüngüş,2.66,69,overcast clouds,1.68,1017
Çumra,10.24,41,few clouds,0.76,1013
Menderes,17.02,55,broken clouds,2.57,1015
Çukurca,6.25,42,overcast clouds,0.13,1014
Özvatan,-0.55,90,few clouds,1.46,1018
Hakkâri,0.46,76,overcast clouds,1.56,1015
Çobanlar,10.78,44,light rain,3.09,1013
Cizre,14.56,28,clear sky,1.03,1014
Çivril,11.53,46,few clouds,2.55,1014
Çine,17.67,48,few clouds,1.91,1014
Çınaraltı,9.31,47,overcast clouds,2.4,1015
Çınar,8.92,45,overcast clouds,2.28,1016
Çıkrıkcı,16.01,59,scattered clouds,2.57,1015
Evren,9.4,49,scattered clouds,0.42,1014
Cihanbeyli,10.26,41,scattered clouds,0.72,1013
Serkan,11.53,36,overcast clouds,1.59,1014
Girikbedro,13.32,29,overcast clouds,1.07,1014
Melikgazi,2.05,64,scattered clouds,3.6,1016
Çiftlik,3.05,83,scattered clouds,0.48,1015
Çifteler,11.56,39,light rain,3.72,1013
Çiçekdağı,7.68,59,scattered clouds,2.04,1015
Ceylanpınar,12.52,40,overcast clouds,1.74,1015
Ceyhan,16.33,41,few clouds,2.09,1015
Çevrimova,9.04,50,broken clouds,3.09,1016
Çeşme,15.84,77,scattered clouds,5.14,1015
Çermik,7.33,56,overcast clouds,1.18,1016
Çeltikçi,10.71,43,broken clouds,1.94,1013
Çeltik,11.6,43,light rain,2.37,1013
Çelikhan,1.66,75,overcast clouds,0.89,1016
Çelebi,7.83,44,light rain,2.58,1014
Çayırözü,3.12,84,broken clouds,0.7,1017
Çayırlı,-5.21,86,overcast clouds,0.83,1024
Çayıralan,2.17,93,scattered clouds,1.22,1017
Çay,9.23,54,broken clouds,1.98,1014
Çavuşlu,6.54,45,overcast clouds,3.15,1016
Çavdır,10.23,36,clear sky,3.18,1013
Çatak,0.83,79,overcast clouds,1.52,1015
Çat,-1.87,86,overcast clouds,0.21,1017
Çandır,1.49,96,scattered clouds,1.4,1018
Çandarlı,15.55,59,overcast clouds,3.2,1014
Anamas,4.31,50,broken clouds,1.53,1014
Çamardı,3.89,76,broken clouds,1.14,1015
Çalpınar,7.8,43,overcast clouds,3.35,1015
Çalışkan,10.21,35,overcast clouds,1.46,1014
Çaldıran,-3.67,83,overcast clouds,0.3,1018
Çağlayancerit,6.76,58,broken clouds,0.86,1015
Nikfer,10.7,40,broken clouds,3.67,1013
Cinatamiho,8.56,39,overcast clouds,1.37,1015
Burunyuva,15.85,48,broken clouds,6.17,1015
Burhaniye,15.95,59,scattered clouds,2.57,1015
Buharkent,16.19,47,few clouds,2.04,1014
Burdur Province,10.73,32,clear sky,1.86,1013
Burdur,12.17,41,scattered clouds,2.57,1014
Bünyan,0.25,90,broken clouds,0.8,1018
Buldan,12.3,44,clear sky,1.58,1014
Bulanık,-6.93,88,overcast clouds,1.13,1025
Bucak,11.13,44,scattered clouds,3.24,1013
Bozyazı,15.25,63,few clouds,5.47,1015
Bozüyük,9.68,60,overcast clouds,2.85,1014
Boztepe,5.35,69,few clouds,1.01,1015
Bozova,9.24,48,light rain,1.57,1016
Bozkurt,13.81,41,scattered clouds,1.54,1013
Bozkır,8.51,47,clear sky,1.06,1014
Taliban,9.9,39,overcast clouds,1.1,1016
Bozdoğan,15.91,48,few clouds,2.04,1014
Tenedos,14.18,68,overcast clouds,3.06,1014
Bozalan,13.51,28,clear sky,1.03,1014
Bostancı,13.63,29,overcast clouds,1.01,1014
Bor,7.46,54,broken clouds,2.05,1014
Bolvadin,10.06,49,broken clouds,2.3,1013
Boğazören,2.63,78,overcast clouds,1.44,1015
Boğazlıyan,2.4,84,scattered clouds,1.12,1018
Bodrum,15.43,62,overcast clouds,4.12,1015
Bitlis Province,-3.3,89,overcast clouds,1.61,1019
Bitlis,-1.46,95,overcast clouds,1.96,1019
Bismil,8.74,45,overcast clouds,0.99,1016
Birecik,11.08,46,overcast clouds,1.08,1016
Bingöl Province,-1.34,83,overcast clouds,1.7,1019
Bingöl,3.29,56,broken clouds,2.57,1020
Binatlı,9.45,50,broken clouds,3.09,1016
Bilecik Province,9.61,57,overcast clouds,2.37,1014
Bigadiç,16,44,overcast clouds,3.33,1014
Beytüşşebap,0.32,83,overcast clouds,1.46,1016
Beyşehir,10.07,41,few clouds,0.55,1013
Beylikova,11.98,42,scattered clouds,2.93,1013
Beşpınar,9.77,45,overcast clouds,0.86,1016
Besni,7.07,51,overcast clouds,1.34,1015
Beşiri,8.75,50,broken clouds,3.09,1016
Bergama,15.18,52,overcast clouds,3.16,1014
Belen,13.55,42,broken clouds,2.06,1015
Belek,15.84,62,clear sky,3.09,1016
Mestanpınar,7.68,50,overcast clouds,3.46,1013
Bekilli,11.59,44,few clouds,3,1014
Assos,14.81,70,overcast clouds,3.02,1014
Beğendik,3.77,90,overcast clouds,0.32,1016
Bayramiç,17.49,43,overcast clouds,3.82,1014
Baykan,10.23,59,overcast clouds,2.65,1016
Bayırbağ,-0.97,55,scattered clouds,3.09,1019
Bayındır,14.7,59,scattered clouds,2.14,1015
Bayat,8.6,49,overcast clouds,3.49,1013
Batman,9.89,50,broken clouds,3.09,1016
Başmakçı,13.95,46,scattered clouds,1.62,1013
Baskil,2.83,68,overcast clouds,1.23,1018
Başkavak,6.37,55,overcast clouds,2.69,1016
Başkale,-5.82,82,overcast clouds,0.34,1018
Barıştepe,7.05,44,overcast clouds,2.7,1015
Banaz,10.26,47,scattered clouds,4.46,1013
Balya,16.94,58,overcast clouds,2.97,1014
Balpınar,10.13,50,broken clouds,3.09,1016
Balışeyh,10.23,50,broken clouds,4.41,1013
Balıkesir Province,17.5,89,scattered clouds,1.54,1014
Balıkesir,18.08,100,scattered clouds,1.54,1014
Bala,7.63,45,broken clouds,2.39,1013
Baklan,13.05,42,few clouds,2.61,1013
Bahşılı,11.01,47,overcast clouds,3.73,1013
Bahçesaray,2.13,81,overcast clouds,1.19,1015
Bahçe,11.6,50,scattered clouds,2.14,1015
Bağlıca,6.16,55,overcast clouds,3.23,1016
Bağlıca,9.45,43,overcast clouds,1.72,1014
Bağgöze,6.88,46,broken clouds,1.95,1015
Babadağ,12.04,45,scattered clouds,1.19,1014
Aivali,16.46,67,overcast clouds,4.09,1015
Ayvacık,12.33,67,overcast clouds,3.44,1015
Ayrancı,7.07,60,clear sky,0.75,1015
Tillo,7.18,50,clear sky,1.03,1015
Aydınkonak,9.65,50,broken clouds,3.09,1016
İbradı,8.91,49,clear sky,2.68,1015
Aydın Province,15.93,45,scattered clouds,2.06,1014
Aydıncık,14.88,56,scattered clouds,3.65,1015
Aydin,17.74,45,scattered clouds,2.06,1014
Avsallar,14.57,57,clear sky,2.91,1016
Avanos,11.07,72,few clouds,0.66,1016
Aksu,13.27,41,scattered clouds,2.06,1015
Atabey,11.9,51,scattered clouds,1.99,1013
Aslanapa,10,46,overcast clouds,4.65,1013
Aşkale,-5.25,87,overcast clouds,0.55,1022
Askale,-5.25,87,overcast clouds,0.55,1022
Kale,4.76,74,overcast clouds,1.11,1019
Aşağı Beğdeş,12.18,46,broken clouds,1.47,1015
Arıcak,1.86,78,overcast clouds,1.9,1018
Arguvan,2.79,57,overcast clouds,0.56,1018
Argıncık,1.51,64,scattered clouds,3.6,1016
Yüreğir,17.98,33,clear sky,2.06,1015
Arapgir,1.51,79,overcast clouds,0.17,1019
Aran,9.79,52,overcast clouds,3.33,1016
Aralık,8.93,45,overcast clouds,1.01,1016
Araban,9.91,54,overcast clouds,0.63,1016
Yeşilyurt,2.92,90,overcast clouds,1.37,1017
Antalya Province,15.61,68,few clouds,4.12,1016
Antalya,15.76,68,few clouds,4.12,1015
Antakya,17.37,42,overcast clouds,3.71,1015
Ankara Province,12,44,scattered clouds,5.66,1013
Ankara,12.31,42,scattered clouds,5.66,1013
Andırın,9.13,45,scattered clouds,0.81,1014
Andaç,2.81,63,overcast clouds,0.5,1014
Anamur,15.02,59,few clouds,5.21,1015
Ambar,9.77,43,overcast clouds,1.47,1016
Altınyayla,0.8,86,overcast clouds,0.78,1017
Altınyayla,8.19,43,clear sky,3.53,1014
Altınözü,16.27,43,overcast clouds,3.8,1015
Altınkum,8.8,36,overcast clouds,0.58,1016
Altunhisar,8.11,50,scattered clouds,2.75,1014
Altınekin,10.21,45,scattered clouds,1.05,1013
Alpu,12.04,42,light rain,3.06,1013
Aliağa,15.99,58,overcast clouds,4.02,1014
Gerger,6.01,55,overcast clouds,0.66,1016
Alâzı,9.3,42,broken clouds,2.06,1015
Alaşehir,15.4,49,scattered clouds,1.31,1014
Alanya,14.89,61,clear sky,3.62,1016
Alakamış,11.28,36,overcast clouds,1.81,1014
Alacati,15.92,71,few clouds,6.33,1015
Turluk,-0.45,87,overcast clouds,1.24,1019
Aksu,8.47,48,overcast clouds,2.78,1013
Akseki,7.11,53,few clouds,2.68,1015
Akşehir,9.26,49,broken clouds,2.98,1013
Aksaray,6.81,71,few clouds,0.45,1015
Akpınar,6.13,58,scattered clouds,2.16,1015
Akören,9.85,41,clear sky,1.01,1013
Akmezar,5.27,72,few clouds,1.03,1015
Akköy,15.92,43,clear sky,0.83,1014
Akkışla,0.89,92,broken clouds,0.48,1017
Akhisar,15.97,46,scattered clouds,1.59,1014
Akdağmadeni,3.9,76,overcast clouds,1.5,1015
Akçakent,5.85,57,scattered clouds,1.72,1014
Akçakale,12.29,45,scattered clouds,1.59,1015
Akçadağ,5.55,49,broken clouds,1.03,1019
Akarsu,9.08,38,overcast clouds,1.12,1014
Ahmetli,16.99,46,few clouds,1.09,1014
Ahlat,-3.84,79,overcast clouds,0.25,1020
Ahırlı,9.28,44,clear sky,1.43,1013
Ağrı Province,-6.37,73,overcast clouds,2.06,1024
Ağlasun,11.05,43,broken clouds,1.67,1013
Ağın,2.77,63,overcast clouds,0.72,1019
Ağaçören,6.73,58,few clouds,0.43,1015
Gülağaç,5.5,79,few clouds,0.67,1015
Afyonkarahisar,10.57,44,overcast clouds,3.47,1013
Afyonkarahisar,10.63,45,broken clouds,3.85,1013
Afşin,3.34,67,broken clouds,0.94,1017
Adıyaman,9.99,46,broken clouds,2.06,1016
Adıyaman,9.98,46,broken clouds,2.06,1016
Adımova,-6.05,73,overcast clouds,2.06,1025
Adilcevaz,-2.28,68,overcast clouds,0.4,1020
Adana Province,17.93,33,clear sky,2.06,1015
Adana,17.89,33,clear sky,2.06,1015
Acırlı,7.22,44,overcast clouds,3.18,1015
Acıpayam,11.75,38,broken clouds,1.79,1013
Acıgöl,9.03,85,few clouds,1.04,1016
Ziway,29.79,22,overcast clouds,3.31,1006
Yirga ‘Alem,25.65,27,overcast clouds,3.54,1007
Yabēlo,28.55,19,few clouds,5.06,1006
Werota,24.56,42,overcast clouds,2.85,1009
Were Īlu,18.67,45,overcast clouds,2.54,1012
Wenjī,30.56,21,broken clouds,6.22,1006
Wendo,24.71,27,overcast clouds,3.54,1007
Turmi,37.14,13,overcast clouds,4.22,1001
Tulu Bolo,21.65,42,overcast clouds,4.16,1011
Teseney,35.8,22,overcast clouds,5.08,1005
Tippi,31.19,29,broken clouds,2.51,1005
Sirre,29.48,21,broken clouds,6.22,1006
Shashamane,28.47,20,scattered clouds,4.99,1006
Shambu,12.74,81,light rain,1.07,1013
Shakiso,31.08,17,scattered clouds,3.12,1005
Sendafa,19.73,37,overcast clouds,1.77,1012
Sebeta,22.76,30,overcast clouds,3.96,1009
Sabīyan,31.82,22,clear sky,5.8,1006
Robīt,20.42,65,light rain,1.42,1014
Nejo,18.41,70,light rain,0.44,1011
Nazrēt,28.86,26,scattered clouds,6.19,1008
Mojo,28.84,24,broken clouds,5.65,1007
Mīzan Teferī,21.5,55,light rain,2.39,1009
Massawa,28.52,67,overcast clouds,6.61,1009
Metu,27.38,30,broken clouds,3.33,1007
Met’enē,20.46,55,overcast clouds,2.03,1014
Metahāra,34.53,20,overcast clouds,5.93,1005
Mēta,25.97,29,scattered clouds,5.99,1009
Mescul,33.91,22,overcast clouds,5.61,1006
Mendī,27.5,26,overcast clouds,2.32,1007
Mek'ele,15.86,77,moderate rain,3.84,1016
Mēga,27.93,21,broken clouds,6.89,1007
Maych’ew,20.23,41,scattered clouds,1.9,1013
Mai-ti,35.44,22,scattered clouds,0.71,1006
Albo,29.68,19,overcast clouds,5.93,1008
Omorate,40.94,13,overcast clouds,6.53,1001
Leku,27.54,24,broken clouds,3.82,1006
Lalibela,20.23,45,light rain,1.89,1012
Kwīhā,15.68,75,moderate rain,2.75,1016
Korem,17.81,53,overcast clouds,1.9,1014
Konso,36.32,14,broken clouds,3.09,1003
K’olīto,25.71,36,broken clouds,4.34,1009
Kofelē,20.65,32,scattered clouds,2.31,1009
Kibre Mengist,29.37,22,scattered clouds,0.56,1007
Keren,28.55,29,overcast clouds,1.9,1008
Kemisē,25.34,46,overcast clouds,2.99,1012
Kombolcha,21.1,55,overcast clouds,2.03,1014
Kebri Dahar,35.59,14,few clouds,6.3,1006
Jinka,31.31,23,overcast clouds,1.47,1005
Jimma,24.56,44,overcast clouds,1.2,1009
Jijiga,28.89,18,overcast clouds,2.32,1008
Jemo,21.55,30,overcast clouds,3.96,1009
Inda Silasē,25.13,27,overcast clouds,3.28,1010
Huruta,27.45,22,overcast clouds,5.45,1006
Hīrna,27.12,29,scattered clouds,5.94,1008
Harar,26.26,28,few clouds,7.55,1009
Hāgere Selam,21.61,29,scattered clouds,1.6,1009
Hāgere Hiywet,24.07,36,light rain,1.89,1009
Hadew,26.52,25,overcast clouds,5.7,1009
Guder,24.43,36,light rain,1.89,1009
Gorē,23.47,40,broken clouds,3.39,1009
Gonder,25.49,23,broken clouds,3.09,1007
Godo,30.23,17,scattered clouds,4.6,1006
Gode,36.65,16,overcast clouds,4.2,1006
Goba,22.08,23,broken clouds,4.24,1010
Waliso,24.26,36,broken clouds,1.52,1010
Ginir,26.83,22,overcast clouds,6.98,1009
Gimbi,19.24,57,light rain,3.22,1011
Gīdolē,27.27,18,overcast clouds,0.75,1005
Gewanē,36.37,20,scattered clouds,5.68,1005
Genet,20.11,41,overcast clouds,1.4,1012
Gelemso,28.6,23,overcast clouds,7.14,1006
Gēdo,20.03,42,overcast clouds,2.18,1010
Gebre Tela,22.87,29,overcast clouds,0.9,1011
Gebre Guracha,22.35,30,light rain,1.77,1007
Gambēla,38.35,20,broken clouds,4.36,1002
Finote Selam,20.65,55,light rain,2.92,1012
Fichē,16.73,45,light rain,4.27,1009
Felege Neway,28.38,33,overcast clouds,2.02,1007
Ethiopia,16.23,55,light rain,2.76,1013
Eritrea,23.57,42,overcast clouds,5.18,1011
Edd,29.48,51,clear sky,9.43,1007
Dubti,35.79,21,overcast clouds,3.58,1006
Dodola,21.98,33,overcast clouds,2.54,1010
Dire Dawa,31.67,22,clear sky,5.8,1006
Dīla,29.87,22,overcast clouds,3.08,1005
Dessie,17.03,55,overcast clouds,2.03,1014
Deresgē,26.19,25,broken clouds,3.14,1008
Dembī Dolo,21.3,53,overcast clouds,1.08,1011
Dek’emhāre,21.27,50,light rain,4.62,1012
Dek’ē,23.21,50,light rain,1.07,1010
Dejen,15.86,66,light rain,3.91,1013
Deder,23.92,26,clear sky,5.47,1008
Bishoftu,28.54,22,broken clouds,5.74,1006
Debre Werk’,14.68,83,light rain,1.57,1016
Debre Tabor,16.38,49,overcast clouds,3.2,1012
Debre Sīna,18.78,44,broken clouds,4.3,1012
Debre Mark’os,15.56,65,overcast clouds,2.82,1013
Debre Birhan,18.4,40,overcast clouds,2.37,1011
Debark’,16.92,36,overcast clouds,0.63,1009
Dalla,29.3,18,broken clouds,5.64,1007
Dafara,34.17,23,broken clouds,0.56,1007
Dabat,17.83,45,overcast clouds,1.73,1012
Butajīra,23.18,39,overcast clouds,1.3,1012
Burē,16.86,73,light rain,4.17,1014
Bonga,26.13,39,overcast clouds,0.69,1009
Bodītī,25.1,29,broken clouds,4.88,1008
Bichena,16.93,60,light rain,1.34,1013
Bekeksa,27.5,28,overcast clouds,2.68,1009
Bedēsa,28.35,25,overcast clouds,2.71,1008
Bedelē,19.37,57,overcast clouds,2.47,1011
Batī,26.03,34,overcast clouds,3.49,1009
Barentu,33.27,21,overcast clouds,5.85,1006
Bako,30.77,24,broken clouds,1.69,1006
Bahir Dar,23.19,50,light rain,1.07,1010
Āwash,34.56,19,broken clouds,7.24,1005
Awasa,27.89,27,overcast clouds,5.84,1007
Āwarē,31.19,15,broken clouds,4.73,1008
Āsosa,28.86,23,overcast clouds,3.11,1006
Asmara,17.64,59,light rain,1.78,1013
Assab,26.45,69,scattered clouds,11.9,1008
Āsbe Teferī,27.5,26,scattered clouds,7.17,1007
Asaita,36.11,20,overcast clouds,2.89,1006
Āsasa,20.95,39,overcast clouds,1.33,1012
Āreka,29.79,21,broken clouds,2.29,1006
Arba Minch,25.9,45,overcast clouds,1.11,1013
Angetu,25.45,31,overcast clouds,3.05,1009
Aligider,35.05,21,broken clouds,5.65,1006
Axum,21.59,30,overcast clouds,1.01,1011
Ak’ordat,34.95,24,overcast clouds,5.65,1006
Hagere Maryam,28.7,20,broken clouds,3.93,1005
Āgaro,30.39,26,few clouds,0.61,1007
Agametta,20.2,79,light rain,2.71,1012
Mendefera,23.81,31,overcast clouds,2.26,1011
Ādīs Zemen,23.07,37,overcast clouds,2.82,1011
Ādīs ‘Alem,21.35,40,overcast clouds,2.3,1011
Addis Ababa,20.09,41,overcast clouds,1.4,1012
Ādīs,22.64,33,overcast clouds,3.43,1010
Adi Keyh,16.79,57,overcast clouds,2.74,1014
Ādīgrat,18.62,41,broken clouds,0.91,1014
Addiet Canna,21.51,44,overcast clouds,2.79,1010
Abomsa,28.22,41,overcast clouds,4.06,1011
Zefta,22.92,23,clear sky,2.48,1014
Wasit,21.26,32,clear sky,4.96,1013
Toukh,22.34,25,clear sky,2.97,1014
Tanta,22.9,24,scattered clouds,3.57,1014
Ţāmiyah,21.07,27,clear sky,3.39,1015
Ţalkhā,22.02,28,clear sky,5.23,1014
Talā,22.88,24,few clouds,3.72,1014
Ţahţā,22.43,21,clear sky,4.53,1015
Sumusţā as Sulţānī,20.64,26,clear sky,3.47,1015
Sohag Governorate,22.41,20,clear sky,4.82,1015
Sohag,22.55,21,clear sky,4.94,1015
Sīwah,21.14,20,clear sky,1.33,1015
Sīdī Sālim,19.47,39,clear sky,5.41,1015
Shirbīn,19.25,41,few clouds,6.05,1015
Shibîn el-Qanâṭir,20.26,25,clear sky,2.26,1014
Shibīn al Kawm,22.69,24,few clouds,3.34,1014
Sharm el Sheikh,21.18,40,clear sky,5.11,1013
North Sinai Governorate,17.05,43,clear sky,5.87,1015
